video_id,category,days_observed,first_age_days,first_daily_views,last_views,half_life_days
6Km34EXxGZ4,entertainment,11,4.35,198997,2204925,3.312
6LuHS7ZeSjE,comedy,6,1.29,202179,1112006,2.826
6Nr_xHolP1Q,comedy,4,2.29,146759,1642644,1.851
6OcOO1k-vGE,music,7,1.59,5214120,18241671,2.163
6Q0AazVu1Tc,entertainment,7,2.19,1229236,7957820,3.271
6Rl7fQQRmtg,entertainment,10,2.08,337549,3140961,7.649
6S9c5nnDd_s,film,27,1.46,3426004,13619534,5.346
6SevTnFTdpA,sports,4,2.77,11886,88857,0.87
6SjslBAJkJI,music,6,2.25,65293,382766,4.731
6SuMbFuKDf8,music,26,1.83,2338050,18658825,8.853
6TOSV3-7hzU,gaming,5,1.83,84171,534677,1.065
6UPeSHu1u_w,people_blogs,4,2.0,7803,68699,1.065
6VhU_T463sU,science_tech,4,2.37,91158,343273,0.849
6VoJHrdoIJw,sports,5,1.94,61176,533004,0.877
6VrqR_GfvzE,music,6,1.45,34186,191344,3.648
6Y65fxIRs8Q,gaming,6,1.23,891079,2894540,1.039
6ZJghIk7_VA,science_tech,6,0.98,159069,432285,1.78
6ZfuNTqbHE8,entertainment,8,1.44,18631001,91933007,2.248
6_DgXvcfhYg,music,8,2.81,88428,719123,9.217
6bJRu0_p-Ig,news,5,2.32,63116,215732,1.052
6d6SmcYcP_U,entertainment,5,2.02,75460,373594,1.23
6dGqZmvDElA,news,4,2.25,38584,188158,0.945
6dlhWPDoifU,news,7,1.56,835,10661,2.218
6fyE0B430Rc,howto,15,1.38,117495,556558,3.216
6hIFDfP9rNc,news,7,4.37,11216,88582,1.746
6hb0GOOFQwI,comedy,9,2.96,2251,24296,1.961
6ijnv-jNhUA,education,6,1.38,108591,507170,1.218
6jxRnodaKzE,entertainment,8,1.47,1338778,5389292,3.473
6kLYXbNZWRs,nonprofit,4,1.29,4527,16948,1.779
6kyXZGyso8M,sports,4,3.7,23533,366172,1.694
6mDsa-AqNcQ,education,5,2.35,76812,718220,1.958
6mkLWGy6Y3k,music,5,2.28,22793,386819,2.401
6oIWl1jLE20,science_tech,5,1.32,42410,322998,0.617
6sHIq41sI-w,music,12,2.37,385820,6215935,13.262
6tAB3YwWkxY,film,12,2.16,63027,279585,2.38
6tgptWcKkgc,entertainment,10,6.19,6394,211038,15.667
6tiphMs-dCY,comedy,5,2.25,286047,1970963,8.543
6uJf2IT2Zh8,music,6,1.62,2364939,12969561,6.358
6vbFe6F48Uo,science_tech,5,2.25,65177,498874,2.464
6wGj89GE6aQ,entertainment,11,2.23,463027,2294013,3.98
6wHVgiM0R54,education,6,1.42,98635,315694,1.32
6wpb3YfXGqU,howto,4,1.96,9297,84450,1.344
6wuV4531d9c,entertainment,5,2.38,19664,211258,1.485
6xMBmvevhj0,music,9,1.21,344650,1929441,6.41
6xUPaVfmcUs,comedy,9,1.42,2011311,7049534,2.151
6xUnndUTDBQ,people_blogs,12,2.03,56997,505147,1.833
6xe64i_4GhM,news,5,1.33,86168,296207,1.35
6xnTeGwRCGY,news,5,2.32,253,7767,2.863
6ztB3fg9knE,entertainment,6,1.46,75825,291980,1.303
71X7a8eu73k,science_tech,9,9.33,7084,965264,8.988
72Qahj0U0Lw,news,8,1.4,151457,254521,0.924
72hlr-E7KA0,education,6,1.31,248437,774407,1.223
73_OWzBr8Fo,music,14,1.33,254173,1467165,4.078
74LFfWHc0oo,entertainment,4,2.19,14236,131431,2.227
76XBys_HXq4,autos,6,2.46,128399,213341,1.162
7AXo-bYGXI4,music,7,1.5,1013704,5966226,8.964
7BdizVgHf8I,entertainment,7,5.45,13385,253263,2.223
7Bgj9c48zHU,entertainment,7,1.26,22185,119519,3.418
7BlT28Tl_VI,people_blogs,8,1.96,300331,2317727,1.927
7C2z4GqqS5E,music,13,1.62,23446463,123010920,7.291
7COF8AhH9Z8,news,5,1.32,5737,30156,0.962
7DbslbKsQSk,science_tech,15,2.46,224296,1828586,3.506
7FA21oJ3-hw,entertainment,12,1.79,55096,410327,3.915
7FM_MfpYOLU,film,5,4.15,20024,726422,38.481
7HGCE6-LMBg,film,13,2.23,215311,3132527,4.259
7HIt7pA4WqY,pets,10,3.29,83282,443675,7.036
7IZZrxZ6uxA,education,4,3.24,4497,53469,1.836
7J4nN0Te9m8,music,10,2.85,29840,143097,2.34
7Jz8wZbXuDA,sports,7,1.87,631208,4344751,1.904
7LjC-nUPrNg,entertainment,5,2.23,749696,3708663,7.156
7NcVNt7zQJM,music,5,1.79,28758,149801,6.771
7P-PNa0bxQg,entertainment,12,5.5,33226,399657,3.339
7Tivcf-zIOU,news,11,2.29,69810,437294,2.368
7UoP9ABJXGE,music,23,4.83,171008,5534278,
7VC4zX1vDE4,entertainment,6,1.42,60176,364741,1.66
7VnEPIBsp20,entertainment,8,1.35,475632,1467369,1.37
7_FJUSBFbJM,shows,15,2.12,234063,1445949,4.361
7aRxsmfBDI0,entertainment,5,1.58,104315,665478,2.002
7bDvhiHoH-c,howto,6,1.87,43788,186548,1.299
7bfS6seiLhk,entertainment,4,2.37,876675,5292777,3.313
7cTi6PHUqMw,entertainment,5,2.29,809,40840,9.315
7cmzAjwmc5k,entertainment,5,1.84,121976,976652,1.739
7cqYiUmutGI,entertainment,9,1.42,398492,1755038,2.03
7dbRDavsp6I,entertainment,5,1.46,210043,802455,2.154
7gdoj1ViJ8M,howto,8,1.41,76927,299370,1.882
7kRDYwtE10Y,people_blogs,8,2.16,21195,249314,2.196
7keZTcdouoY,news,11,1.28,43176,189594,1.276
7oRdswHqaf8,howto,4,1.42,10298,37376,1.258
7tYUMo3IgXg,people_blogs,6,1.37,1011411,2524578,1.282
7u6rMOvvTzU,entertainment,5,2.37,47171,548892,3.697
7wDUrQAaYsM,music,6,2.5,422255,3090982,3.778
7xN52zQzYy8,sports,5,1.26,55517,180238,1.67
8-Cjsnq8kVU,film,7,1.42,2679785,12382809,2.357
8-fwdc3OSaU,education,7,7.27,6418,295995,3.505
8-u5nd2GqNE,education,6,2.35,311245,1145464,1.789
80L97nV_vQc,science_tech,4,2.04,244533,406703,0.573
817P8W8-mGE,music,6,1.96,6069608,36101955,5.743
82zGhWVXXxg,education,12,2.29,69083,543968,4.097
83paNSKdfNM,entertainment,6,2.46,69929,396791,1.747
84hXRY0uwQ0,entertainment,6,1.29,89846,207902,1.646
84iujjDAqHw,film,4,3.42,8633,92030,1.59
86ysRAffCpI,howto,21,2.04,68296,592480,8.351
883Omd2YqXE,sports,9,1.74,32970,226283,1.039
8857-yQOZ2o,gaming,7,1.15,33448,65745,1.091
88EB0TEGQDA,music,4,5.64,160068,2090172,1.959
88kkrRv1UgI,education,7,1.31,101492,377704,1.622
88qeUDD9Vv0,entertainment,5,1.08,425839,945446,0.887
894X4nV9Mys,entertainment,9,3.4,188361,1875053,5.92
894rSubVE5E,entertainment,13,1.17,531269,1040659,2.327
89OP78l9oF0,film,6,1.42,1708915,5376583,1.985
8B2esiq24Hg,pets,5,9.12,45982,716164,2.441
8BAhwgjMvnM,film,6,1.33,2788784,7227939,1.878
8BQqX3bUqtY,music,6,1.37,634603,2504920,13.19
8C8pRDetZr8,news,5,1.31,15675,28271,0.575
8D7c9CY7vXk,film,4,1.17,26238,74582,0.967
8EK-QMtHhMI,comedy,6,1.96,135009,1503192,2.656
8ENIIcMmeD0,howto,7,2.17,56909,515855,2.136
8EiDiriAmfk,comedy,6,1.96,511944,1449022,1.435
8HTdbCohTXY,news,4,1.53,2358,22974,0.864
8IEvxQKzLyI,sports,5,1.25,24723,67802,1.017
8I_NkJ8VTEI,people_blogs,7,0.87,552644,789818,0.846
8I_uK7WBbjI,howto,5,2.03,54058,615784,3.418
8JfMdhrbehY,gaming,14,1.25,298534,1043209,2.705
8JnfIa84TnU,music,13,1.62,1143109,21250349,
8KT1UCsOE74,entertainment,4,2.59,97367,1088828,2.468
8KaKWPJq5dY,gaming,5,2.01,64547,722812,1.577
8KgiaRPxRnQ,gaming,6,1.25,367209,1316002,1.082
8LSpT5xF3UI,news,6,1.12,11138,118930,1.788
8MPbR6Cbwi4,music,6,1.29,2522691,15043210,
8MfSVTHqNHU,sports,5,1.69,154216,836530,0.705
8O_MwlZ2dEg,music,12,1.37,1595164,12163782,6.061
8RMScghsI6o,education,5,3.42,23394,223475,3.199
8RsDxpyUa_U,comedy,8,5.17,34837,836483,
8SxMEqwKVUs,people_blogs,7,1.71,64505,486826,5.235
8UHMSVOHddE,music,11,4.83,22123,349965,913.019
8XBLuU_4Qgo,news,15,2.35,337553,1987241,3.962
8Y5-GI9hYcI,music,16,3.17,924592,21338153,
8_rTIAOohas,entertainment,4,1.42,2348887,8842980,1.02
8bNu6Ktj858,entertainment,13,2.12,111580,619443,2.05
8bn9OBHoO0k,news,5,1.8,11928,27178,0.854
8cpqLRC7T80,howto,5,1.21,230274,631310,1.208
8dHNmfLJeR8,entertainment,5,6.33,7811,183413,18.069
8eo-L_3OWAQ,film,12,1.34,1018952,4376750,3.062
8fbyfDbi-MI,music,16,2.09,674441,7127666,10.59
8gE6cek7F30,howto,6,2.29,61022,468838,1.716
8h--kFui1JA,music,27,1.29,1532371,20934803,18.972
8h2rlhsN9DI,news,4,1.38,111121,293899,0.775
8h7cnLWQKtM,howto,4,3.46,116075,703909,2.582
8hYTPl7MkiA,education,12,2.46,40110,356063,2.697
8ikZqUKIHbY,people_blogs,6,0.96,81486,957052,
8jp3SxojXpU,news,8,1.02,140379,362345,1.381
8ll04Zzw5UM,music,7,0.79,1402576,4416051,2.977
8mCcM-PUmLM,people_blogs,7,1.1,793248,2382878,1.464
8mQelXnPxUQ,science_tech,6,1.19,163520,518359,1.684
8nsWMmFYRqE,music,5,1.67,793362,3742064,4.069
8oKl_qDJHt4,entertainment,6,1.52,637684,1820569,1.195
8pffcngJJq0,news,4,2.57,337351,933117,1.201
8qL4lMQQ9IE,entertainment,5,1.29,185055,1039254,1.903
8rWuGBPA7bE,pets,6,2.14,144482,605918,7.109
8rbE3RssSEY,comedy,5,2.46,83005,713784,2.182
8rqztDFvmZ8,howto,6,2.37,220393,1916015,2.379
8sg8lY-leE8,comedy,4,3.93,135700,2949050,1.091
8uBP6UL-jEU,entertainment,8,1.69,784619,3745968,2.347
8udNOTFiqUs,science_tech,9,2.14,270235,2044300,1.811
8uvIPHtKoQQ,entertainment,5,2.16,10320,110985,5.109
8x7UtZKwfHA,science_tech,4,2.24,355688,3052453,1.719
90CCjgX0n20,entertainment,4,3.45,777952,13124176,4.443
90uhxbfUfC4,entertainment,5,1.36,19255,48526,0.88
91Q0kddGWLc,howto,7,1.99,69228,494907,1.717
92BKdIai4ck,film,4,3.92,387,15127,
92HCNclQOYo,entertainment,6,1.52,104964,366408,1.031
96bpvMCfBfo,music,6,2.79,109916,784820,9.142
96oKlWv5wSo,travel,21,2.15,74036,802184,5.296
97Gh0LRdKu4,entertainment,5,2.38,134523,458664,1.066
98QDI87DdcY,autos,7,2.31,28518,154363,1.257
99t4EBwIAt8,entertainment,19,2.33,272459,2310794,7.618
9DjgOFSBJYc,comedy,7,2.17,79947,176448,1.729
9H2SSvQ8ihA,film,4,3.33,2010384,7138640,0.522
9JBKuNrd5m8,entertainment,18,2.29,151840,1666684,4.479
9JQ2gHDPnDY,entertainment,13,2.12,205364,2114478,3.288
9NC2saE5MbQ,pets,20,2.44,469055,5985284,5.069
9NkHIv25IH4,education,5,1.42,118420,512293,1.704
9O5PhuW927w,science_tech,4,3.05,38093,981439,3.61
9OGr-2g0zVs,howto,4,1.38,3270,15300,4.392
9OeZYhjyweQ,comedy,6,1.19,151879,502917,1.428
9POblaMln4Q,comedy,16,2.1,154704,1307148,3.38
9PhM-zCmTFs,pets,5,1.37,157930,514888,1.629
9Q1WSQ7R8U8,sports,7,2.95,17626,293295,1.51
9QojtREFuFU,people_blogs,16,1.4,453502,2149621,3.186
9Rr9u6QGgVc,entertainment,6,2.12,90987,2182197,34.824
9SCNLl0MQPM,entertainment,11,2.24,97276,684913,1.932
9SK1I0V6U5c,comedy,6,1.25,627565,2408682,2.586
9TCdWhmtxCk,music,10,2.46,32298,352048,3.151
9Tb3xPmr3yg,news,7,1.34,41057,88952,1.124
9Tuqhjq5ANQ,news,5,1.9,137012,584892,1.059
9WFf9XY5rME,entertainment,13,2.21,288874,1855559,4.138
9WT7NU3Rwr0,sports,4,1.73,1359,14657,0.606
9WXQr3WVrbU,news,8,3.5,80777,1034276,1.562
9YlnHbN28jo,howto,12,1.14,119618,298298,2.511
9ZrAjnPHzjQ,science_tech,4,4.95,8638,26983,0.859
9_lkVzzd6rE,pets,5,2.42,14782,237310,
9bAiXJoNdy0,comedy,8,2.3,58097,370481,1.819
9d-Z7V5kZvQ,news,4,3.2,137676,575537,1.431
9dHLFD_Jveo,sports,5,2.93,106938,2192738,4.053
9dmij6g-iZc,entertainment,5,2.54,74716,719133,1.866
9efQnL-nlUg,science_tech,7,1.27,147140,552694,1.154
9fKALFSxX_Q,howto,12,2.21,17477,302656,3.443
9fed80dZ5wM,people_blogs,6,3.11,16561,432552,3.068
9flXyzcSfT4,music,4,1.33,104300,548658,
9i3GtPIS0-4,autos,4,4.33,13614,571347,3.747
9jRtpMKLsts,gaming,14,1.94,663943,9992803,3.571
9kF9xY74h-E,comedy,5,1.12,399648,1533488,1.323
9m9oO84Q2fk,sports,13,2.09,2421284,16371326,3.269
9mwM1VB9qs0,entertainment,6,1.58,270319,912295,1.683
9o-gcCwMOgA,sports,4,1.4,96263,664377,0.612
9o2FXVhjLyY,entertainment,6,1267.13,65516,156712,0.555
9oyKePWRi8Y,sports,8,2.04,677846,8930421,3.384
9pbCuFxRuqs,science_tech,5,1.89,62508,676692,1.811
9qlF_9PNhJs,pets,12,3.33,43613,460046,7.32
9r6NI9m_IxM,music,5,2.1,22149,864149,2.205
9reizHjwuNY,science_tech,7,2.18,50482,736748,1.759
9sRQQRiltrE,entertainment,4,1.46,814878,4005642,4.603
9sbnGfWaOwQ,howto,4,3.33,18048,395783,5.469
9uez2DBg9Mg,news,8,1.38,549672,1041847,1.627
9vDdx1dba6c,music,5,1.25,160979,475702,1.591
9v_rtaye2yY,music,6,1.91,3890572,23575103,200.73
9wD5OsJM-Pc,film,5,1.94,289079,764936,1.477
9x8JN8zDqis,howto,14,1.15,282891,1045168,2.296
9yDNAc8YS9c,entertainment,12,1.52,618098,1769864,1.695
9yWnVxe1qp8,pets,10,1.58,5558,31228,2.681
A0FZIwabctw,science_tech,14,0.94,1540920,3291206,2.389
A2dIL4sf4TQ,people_blogs,9,5.08,27918,1153783,3.433
A3_c-aSZF5M,film,5,3.22,22404,165175,2.8
A6-P1-xxF9Y,people_blogs,6,1.7,12631,83369,1.069
A8HLnDP6uRM,entertainment,6,1.65,662012,2935898,1.842
A9YcrloL3oE,film,6,1.06,1677169,3611833,1.059
A9k89DYdHKQ,music,5,1.42,158503,537822,2.181
AAbtGz8dHKc,music,5,3.0,1177,9020,1.685
AEAHRq62p3Q,sports,5,0.98,50561,73214,0.712
AFZZNlog8sA,music,4,2.31,8917,28434,1.646
AFbu21AGSho,pets,20,3.5,220757,1165339,5.193
AGPMMAjBt6c,music,4,5.31,8699,196212,1.28
AJUiQU8-w8E,education,10,3.12,53147,439441,1.951
AKstzozuLKY,entertainment,4,1.37,99319,265260,1.153
ALXiloyym0M,howto,8,2.52,32827,188155,1.759
AM1pavPRU8E,entertainment,4,2.08,22190,327211,1.411
AMiXme4bMUk,science_tech,4,4.33,5017,150908,7.853
ANDqRchWuMc,entertainment,4,2.42,14603,187585,1.128
AOvCyD9bbDM,music,7,2.33,257525,2122601,6.982
AP14dJZzKkA,entertainment,5,2.12,807400,3845553,4.739
APASP1YKH60,people_blogs,10,3.38,27248,282389,
AQxBqfy4Faw,howto,12,1.38,91519,471945,2.898
ATFwMO9CebA,news,5,1.84,108876,704424,1.337
AU9I1MX0c2s,music,11,3.29,22218,386991,35.285
AV1SWIPxxFM,entertainment,5,3.21,96025,1340395,3.062
AV5TOlGFHk0,science_tech,4,2.33,15273,145213,0.523
AWgfOND2y68,science_tech,8,4.87,203588,1062124,1.937
AWtpYfjylCo,people_blogs,5,2.33,67018,346931,1.525
AZ4sakIfXUE,people_blogs,5,2.2,22446,251710,2.522
AZTn1UMs408,comedy,5,5.45,2384,20960,
A_fUji0jTAE,comedy,5,2.97,17891,243102,6.017
AaALLWQmCdI,music,11,1.35,29750,129318,3.088
AcoALQl7jfA,comedy,4,1.54,133464,415263,1.198
AeB90B9__xM,sports,5,1.29,77712,315116,2.579
AenmqoozqoA,music,5,2.21,333451,2181296,
Ah7ldw_WmtE,comedy,4,3.75,17792,647516,4.04
AiH3nDqWr9I,film,8,2.15,847991,8999134,13.242
AixWaRt1ulk,comedy,6,1.87,3605,25373,1.077
AiyZ92_JZxA,entertainment,5,1.68,1027145,4297582,1.413
Aj5oA0YxCi0,people_blogs,4,1.71,81859,264912,0.982
AjMBDpRXsYA,news,6,2.94,550,10806,1.226
AkCLxl3MzNA,education,20,2.21,121068,1478064,4.328
Am6NHDbj6XA,entertainment,5,4.69,570644,6492425,1.873
AoswyJLilgo,music,15,2.29,181002,1152468,13.257
AsTdC2RToIA,howto,10,3.33,165464,2384671,2.88
AshvBTw5Z84,entertainment,18,2.37,241512,2651325,6.997
AtCLwYFRp4o,comedy,4,1.86,628922,3153075,1.074
AuWwlxym68g,music,5,1.79,75294,357299,11.241
AvFNCNOyZeE,science_tech,11,2.48,42239,610581,3.046
AxWxJNHoLC8,people_blogs,5,1.08,357779,819692,0.773
B1Kitc6cMXw,travel,7,1.36,41606,120441,1.463
B1r4Z3nXPVA,entertainment,7,1.46,526285,1800483,1.506
B2W7c3XRBwQ,howto,13,1.37,145074,665791,2.846
B2YCf8dTkIM,entertainment,6,2.13,17809,194288,1.645
B3JFSL8AA70,people_blogs,4,2.21,107168,1018308,4.208
B3qT1k0r9pw,music,15,4.83,80142,2255876,55.547
B4C10LKAcZQ,entertainment,13,1.42,211013,1022702,3.539
B4mK5OElAFQ,comedy,6,1.23,110579,268148,1.211
B5gu6o6CIDA,howto,6,1.23,39370,147586,1.148
B7AjF4of300,sports,5,2.29,271348,1233075,1.833
B8R148hFxPw,science_tech,9,1.67,103949,444997,2.14
B9nVxg3DqAM,gaming,7,1.96,150858,1438726,1.499
BC19fhyTG_M,music,5,1.21,1788789,6217292,2.074
BEcs3TL8DII,sports,5,2.28,33132,318840,2.44
BFWI0GQZA14,people_blogs,6,1.29,358563,1628628,2.634
BFkTu8Y1KLs,music,14,3.83,114184,2095026,28.016
BFqNP8VqoPs,science_tech,7,2.4,13080,281340,2.821
BGszdLW-VqM,howto,10,3.96,7481,178765,3.743
BHloD113J54,entertainment,5,3.33,11384,320395,
BIQK4-9YFW0,music,11,1.79,486056,3953945,14.122
BJ2yzCRPonA,entertainment,12,2.83,40192,315429,2.568
BJDGBNFxO7o,entertainment,7,3.29,148320,801522,1.962
BJeCOo_CRyE,music,6,1.27,464981,2003048,3.131
BLXLPisBe8s,howto,10,4.29,30747,330310,2.255
BLts9UN_K3g,gaming,6,1.33,25485,104480,1.43
BN7rNfOsBJo,people_blogs,5,1.37,337676,1082634,1.152
BOKzXQdA4Nw,film,9,5.21,105246,913811,1.535
BOZngVYS04s,comedy,4,1.95,110703,1199560,1.226
BP9HNVuGb-g,education,5,2.33,17296,241441,1.844
BPmAxzEJpWA,music,9,3.71,135581,2714802,7.504
BQC09Mdn24w,entertainment,7,1.01,197181,536419,1.614
BQ_0QLL2gqI,music,8,1.25,1154274,8076063,
BWJY1na9qao,comedy,4,1.91,9613,96485,1.038
BWp5WAFGV60,science_tech,7,2.46,195711,749223,1.323
BXnGUUsdnR8,entertainment,13,2.12,141797,1107554,2.866
BZt0qjTWNhw,pets,22,5.46,138613,1685609,6.759
Ba4j_q02FM4,entertainment,14,1.21,228340,672329,2.939
BcruuWQ2_9Q,comedy,10,2.8,86306,491205,3.37
BdwJ0uXIV_U,entertainment,7,1.2,60213,549371,1.586
BfawmhUVXVo,entertainment,5,3.18,159664,2144958,3.134
BhIEIO0vaBE,people_blogs,9,1.15,14908925,56111957,2.09
Bhplg8YCu-M,news,5,3.4,122500,2666775,2.05
Biex1XR_mpo,people_blogs,9,10.59,373351,3602906,2.194
BjRNY3u3bUw,entertainment,5,1.33,1243439,5053825,4.192
Bju5Enu--80,music,4,2.18,46316,154250,1.102
BkpwPKZb_Zo,music,9,2.25,102440,583346,3.788
Bkus04-5kWk,entertainment,6,2.08,26713,284888,2.338
BlHVpQfxJt4,entertainment,5,1.39,129700,493451,1.278
Bm8rz-llMhE,music,10,8.83,1335398,30061253,
BmMuLuG1yW8,entertainment,5,1.44,172931,781858,1.939
Bmn2STJUWJs,music,7,1.74,252334,475296,0.91
Bn02bclCu5A,entertainment,6,2.23,4821,125045,3.131
BqLwMIA-HlY,entertainment,5,3.1,7614,96463,14.562
Bs-Hr-gEJAU,music,17,1.33,1848390,32079687,
Bs5Ml7_2wT0,gaming,5,1.65,98846,1500852,3.073
BspHjvU11y4,music,25,2.46,177277,2421584,10.871
BtvRaMPJWLs,gaming,13,1.98,469463,3962616,2.944
BxZYIjdgGtg,music,4,1.92,3378,19722,1.469
Bxhew4TpiAg,comedy,5,2.96,15252,165099,1.558
By6Mi7VlqcU,people_blogs,7,1.23,121830,298927,0.651
ByeyFfOHgQA,film,6,2.16,210570,2579421,3.394
Bz947t-vWzE,comedy,5,3.08,93896,1544312,3.52
Bzji05zubSc,entertainment,5,1.87,176181,737415,1.178
Bzu4G8uZs-4,music,8,1.79,188343,1430545,2.298
BzzG-yDxA1c,travel,4,1.07,52945,68719,0.631
C-DfipidnOE,science_tech,8,2.01,219987,1710398,1.77
C-rumHvmqCA,entertainment,8,0.91,9009762,15045586,0.755
C2-bOy3H6Ss,howto,4,2.42,64442,483009,1.288
C3_spbo8eVc,music,11,1.67,132458,739428,5.175
C54cHGCwBdk,sports,15,3.33,69490,603868,5.099
C5jcZGcMdaI,film,5,2.41,2382,21701,15.333
C6Oo9Hel6MI,comedy,6,1.29,51422,195363,1.33
C6SZa5U8sIg,film,5,2.17,1898008,10083696,2.423
C7lQ_jqSqKQ,entertainment,12,1.96,165113,1025505,1.899
C7mxTEskjQg,pets,12,2.0,197604,801597,6.803
C82YHbZNmKs,howto,4,1.48,7544,24611,1.132
CA6A3ZlGlH8,people_blogs,5,1.71,165086,432969,1.046
CBVGjS_EJok,entertainment,4,8.25,68229,108297,0.578
CFa-pa0-VqI,howto,15,2.08,904592,2235021,2.7
CG9yQ8PXf6o,music,15,3.56,174223,4409293,
CH3aAnw7XeU,entertainment,7,3.3,22379,656029,1.607
CHXD9k19q1Y,music,5,1.25,130856,539715,1.998
CJRw18MtRPg,science_tech,22,1.37,724381,3323467,4.993
CJUgcgFNNWA,entertainment,8,2.4,15707,169130,2.874
CJv0I-xYuC4,entertainment,14,2.01,67388,635182,4.069
CJzaYLc4pPY,music,6,1.79,650840,4007147,21.008
CKPMAICRYuw,entertainment,4,1.42,137912,554250,1.077
CMJblEavb7g,entertainment,8,3.28,18217,83499,1.178
CNBGEWRdeIM,howto,6,1.56,52847,193794,2.233
CP23fL52Bes,entertainment,16,2.42,45354,309062,4.405
CP5Ro3oy-ec,entertainment,12,2.38,859382,4996413,2.805
CP6aYDssDSE,travel,8,1.33,496328,2093619,3.027
CPjWgk0UXps,entertainment,22,4.37,71626,1474452,6.76
CQQit01HHLY,entertainment,13,2.12,377597,4444686,4.897
CRSsa2o6PDQ,comedy,8,5.27,25761,782535,2.585
CRiBnM9l4N4,howto,5,2.33,180913,1757685,3.069
CRnCh-Y-kwM,news,5,1.5,3010,16210,1.132
CT-orZzuN2A,entertainment,7,2.25,436320,2335156,1.363
CTFZoz-mB5k,howto,13,2.42,60848,399851,2.878
CUNq2_VjRn4,film,13,1.23,2042299,9001804,4.552
CW70dL5430c,science_tech,4,3.08,7875,111950,13.589
CWAX-tiepMo,film,6,1.33,472582,1380940,1.28
CWrjDoEBQsw,howto,5,2.33,53997,612653,2.119
CX11yw6YL1w,music,19,1.47,4028573,25769711,9.639
CXK3OiDgymo,people_blogs,5,1.99,91280,758192,2.602
CY8E6N5Nzec,music,8,1.8,1241430,15208321,
CZ7KRUYQyKE,people_blogs,5,2.04,348638,1542531,1.616
CZMO9Ud0tOU,education,6,1.35,85616,313187,1.875
CZkUNPBlJIQ,entertainment,10,1.76,1409998,7701371,2.944
C_SJgw5MVFY,music,4,1.79,5440,23987,2.662
CaE0JD1X12g,film,4,4.29,115707,2174369,10.927
CahQhevkcCM,people_blogs,9,2.25,647143,4227252,1.979
CbWP9nvnRhw,entertainment,12,3.21,206937,3577738,3.948
CbfnCflL4-E,film,6,1.41,90382,253965,1.056
CeCgsmTjHjk,entertainment,11,1.21,1126268,4789480,4.546
Cf3zj7D8SQ4,film,5,1.37,609260,1776291,1.066
CfvTmIEN2Hc,music,6,1.79,88977,391174,6.029
ChF_ypmiIs8,music,6,1.79,43866,241991,8.772
CiFnp-oKZQc,people_blogs,6,2.68,121573,839162,2.453
Cp6j-izXLtE,entertainment,6,1.21,259127,776037,1.392
Cr9oGxr0Qa0,science_tech,5,1.42,31902,179948,1.613
Cs2Xr2b7ako,howto,4,1.86,32257,242776,1.369
Csnsq9f_ZkQ,film,5,2.29,98004,1203351,1.805
Ct9BFr9XBaI,music,5,1.67,205025,996503,5.075
CtBca6H6Teg,film,6,1.25,422048,1531538,1.545
CvAQpSdcvno,people_blogs,4,1.71,52934,196811,1.923
CvkOWb1U-LI,science_tech,9,3.2,13881,282309,3.443
CvqtJTrsKCE,people_blogs,15,2.21,66922,602591,4.353
CwKp6Xhy3_4,music,15,1.67,90501,1606993,
CxC161GvMPc,education,7,1.33,142813,479201,1.65
CxGUmtRLm5g,entertainment,4,3.44,868137,9293828,
CyPPi6T3D3s,howto,7,1.65,350996,1504263,2.008
CzCfd0eaWoA,howto,6,1.2,407118,1361969,1.125
CziCidR4KcY,music,5,1.54,182960,681439,3.3
CzmIrPvIzxk,film,5,2.25,274642,2819213,2.512
D-IkMEDaNQY,entertainment,5,1.99,243717,1280410,1.518
D0N3qaqXymY,sports,5,0.97,147180,212416,0.755
D0aAYfRBVik,music,4,1.25,511459,1516733,1.34
D18e8aU-UWs,music,6,1.39,740497,4005064,8.869
D2UE_Gw7XpI,comedy,8,1.29,98559,357439,2.026
D2mxKEa2xmA,entertainment,7,2.46,28331,218721,1.422
D3BJ5bt5VbA,science_tech,8,1.29,114432,297405,1.321
D4pdh0eTsxw,howto,13,1.25,53043,218903,2.903
D52qnC7dJcQ,music,12,8.31,97743,1861355,
D5D90CLAILY,entertainment,12,4.41,20692,538587,7.486
D5bEwcJ8eCI,education,4,5.4,2994,330372,
D6Oy4LfoqsU,entertainment,25,2.27,174447,1066451,5.511
D7JorwX31CQ,music,4,2.79,62246,348783,3.037
D7plDibrP1U,news,5,1.11,977461,2591777,1.039
D7sj7L1uLiw,entertainment,6,2.17,491074,3601697,2.383
D818vkK10UQ,sports,7,1.56,96952,357054,1.463
D8mu5AgUsPs,entertainment,12,1.79,97469,369487,1.987
DAi3GgwhDR0,entertainment,8,2.0,239609,1077108,1.528
DCUD9kjYOAk,music,10,4.83,95685,1769200,
DCcA4FyWeXI,gaming,4,1.81,8825,57462,1.231
DD4jmj9AevM,entertainment,6,1.41,32619,91161,3.112
DEXfRMTRJss,entertainment,8,0.88,337107,598483,1.191
DFZmEaNqdNc,film,4,3.06,2810,41375,2.225
DGdSlnw4D_M,comedy,5,4.11,255548,2889410,4.853
DGhPGH2YROA,music,13,2.25,179947,2408990,8.755
DIBw9dSVKdU,film,14,1.43,4035308,22546976,4.073
DIM6F38ITsY,entertainment,4,2.17,10664,104773,3.243
